"file","line","hex","suggested_token","context"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","102","#4361ee","(unmapped)","border-left: 4px solid #4361ee;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","110","#4361ee","(unmapped)","color: #4361ee;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","122","#fff5f5","(unmapped)","background: #fff5f5;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","123","#dc3545","(unmapped)","border-left-color: #dc3545;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","126","#dc3545","(unmapped)","color: #dc3545;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","130","#dc3545","(unmapped)","color: #dc3545;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","136","#f8f9fa","(unmapped)","background: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","153","#e9ecef","(unmapped)","border-top: 2px solid var(--legience-border-hairline, #e9ecef);"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","157","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","164","#4361ee","(unmapped)","color: #4361ee;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","178","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","188","#000","--legience-text-primary","border: 1px solid #000;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","189","#f5f5f5","(unmapped)","background: #f5f5f5;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","193","#000","--legience-text-primary","border: 1px solid #000;"
"src/app/modules/public/components/privacy-policy/privacy-policy.component.scss","194","#f5f5f5","(unmapped)","background: #f5f5f5;"
"src/app/modules/public/components/intake-form/intake-form.component.scss","18","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","19","#e5e7eb","--legience-border-hairline","border: 1px solid var(--legience-border-hairline, #e5e7eb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","32","#f3f6f9","(unmapped)","background: var(--legience-bg-card-hover, #f3f6f9);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","45","#1f2937","(unmapped)","color: var(--legience-text-primary, #1f2937);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","54","#6b7280","(unmapped)","color: var(--legience-text-muted, #6b7280);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","61","#6b7280","(unmapped)","color: var(--legience-text-muted, #6b7280);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","78","#f9fafb","(unmapped)","background: var(--legience-bg-card-hover, #f9fafb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","79","#e5e7eb","--legience-border-hairline","border: 1px solid var(--legience-border-hairline, #e5e7eb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","81","#4b5563","(unmapped)","color: var(--legience-text-secondary, #4b5563);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","105","#e9ecef","(unmapped)","background: var(--legience-bg-subtle, #e9ecef);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","134","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","135","#e9ecef","(unmapped)","border: 2px solid var(--legience-border-hairline, #e9ecef);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","141","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","148","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","156","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/public/components/intake-form/intake-form.component.scss","168","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/public/components/intake-form/intake-form.component.scss","190","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","191","#e9ecef","(unmapped)","border-bottom: 1px dashed var(--legience-border-hairline, #e9ecef);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","196","#333","(unmapped)","color: var(--legience-text-primary, #333);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","206","#e9ecef","(unmapped)","border: 2px solid var(--legience-border-hairline, #e9ecef);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","209","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","230","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/public/components/intake-form/intake-form.component.scss","243","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/public/components/intake-form/intake-form.component.scss","258","#f3f6f9","(unmapped)","background: var(--legience-bg-card-hover, #f3f6f9);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","267","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","275","#333","(unmapped)","color: var(--legience-text-primary, #333);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","280","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","292","#dee2e6","(unmapped)","border: 2px solid var(--legience-border-hairline, #dee2e6);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","314","#495057","(unmapped)","color: var(--legience-text-secondary, #495057);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","322","#e0e4e8","(unmapped)","border: 1.5px solid var(--legience-border-hairline, #e0e4e8);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","349","#333","(unmapped)","color: var(--legience-text-primary, #333);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","354","#d1d5db","(unmapped)","border: 2px dashed var(--legience-border-hairline, #d1d5db);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","360","#fafbfc","(unmapped)","background: var(--legience-bg-card-hover, #fafbfc);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","370","#9ca3af","(unmapped)","color: var(--legience-text-subtle, #9ca3af);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","377","#4b5563","(unmapped)","color: var(--legience-text-secondary, #4b5563);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","393","#f9fafb","(unmapped)","background: var(--legience-bg-card-hover, #f9fafb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","394","#e5e7eb","--legience-border-hairline","border: 1px solid var(--legience-border-hairline, #e5e7eb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","413","#333","(unmapped)","color: var(--legience-text-primary, #333);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","437","#e5e7eb","--legience-border-hairline","border: 1px solid var(--legience-border-hairline, #e5e7eb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","446","#f9fafb","(unmapped)","background: var(--legience-bg-card-hover, #f9fafb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","447","#e5e7eb","--legience-border-hairline","border-bottom: 1px solid var(--legience-border-hairline, #e5e7eb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","455","#1f2937","(unmapped)","color: var(--legience-text-primary, #1f2937);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","461","#6b7280","(unmapped)","color: var(--legience-text-muted, #6b7280);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","465","#6b7280","(unmapped)","color: var(--legience-text-muted, #6b7280);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","479","#f9fafb","(unmapped)","background: var(--legience-bg-card-hover, #f9fafb);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","480","#d1d5db","(unmapped)","border-left: 3px solid var(--legience-border-hairline, #d1d5db);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","483","#495057","(unmapped)","color: var(--legience-text-secondary, #495057);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","488","#6b7280","(unmapped)","color: var(--legience-text-muted, #6b7280);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","502","#f3f3f9","(unmapped)","border-top: 1px solid var(--legience-border-hairline, #f3f3f9);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","518","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","612","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/intake-form/intake-form.component.scss","615","#e9ecef","(unmapped)","border-top: 1px solid var(--legience-border-hairline, #e9ecef);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","7","#f5f7fa","(unmapped)","background: linear-gradient(135deg, #f5f7fa 0%, #e4e8f0 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","7","#e4e8f0","(unmapped)","background: linear-gradient(135deg, #f5f7fa 0%, #e4e8f0 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","20","#405189","(unmapped)","background: linear-gradient(135deg, #405189 0%, #0ab39c 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","20","#0ab39c","(unmapped)","background: linear-gradient(135deg, #405189 0%, #0ab39c 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","24","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","81","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","96","#495057","(unmapped)","color: var(--legience-text-secondary, #495057);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","100","#333","(unmapped)","color: var(--legience-text-primary, #333);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","106","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","126","#f8f9fa","(unmapped)","background: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","131","#f0f2f5","(unmapped)","background: var(--legience-bg-card-hover, #f0f2f5);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","147","#299cdb","(unmapped)","color: #299cdb;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","152","#0ab39c","(unmapped)","color: #0ab39c;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","157","#e0a800","(unmapped)","color: #e0a800;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","162","#405189","(unmapped)","color: #405189;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","169","#495057","(unmapped)","color: var(--legience-text-secondary, #495057);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","181","#299cdb","(unmapped)","border-left: 3px solid #299cdb;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","191","#299cdb","(unmapped)","color: #299cdb;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","202","#495057","(unmapped)","color: var(--legience-text-secondary, #495057);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","206","#333","(unmapped)","color: var(--legience-text-primary, #333);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","219","#0ab39c","(unmapped)","color: #0ab39c;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","229","#f8f9fa","(unmapped)","background: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","242","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","243","#405189","(unmapped)","background: linear-gradient(135deg, #405189 0%, #0ab39c 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","243","#0ab39c","(unmapped)","background: linear-gradient(135deg, #405189 0%, #0ab39c 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","269","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","281","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","292","#405189","(unmapped)","color: #405189;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","306","#405189","(unmapped)","color: #405189;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","312","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","325","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","332","#0ab39c","(unmapped)","background: linear-gradient(135deg, #0ab39c 0%, #2dcb73 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","332","#2dcb73","(unmapped)","background: linear-gradient(135deg, #0ab39c 0%, #2dcb73 100%);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","334","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","379","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","390","#0ab39c","(unmapped)","color: #0ab39c;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","400","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","412","#f06548","(unmapped)","color: #f06548;"
"src/app/modules/public/components/ai-consent/ai-consent.component.scss","424","#fff","--legience-bg-card","background: var(--legience-bg-card, #fff);"
"src/app/modules/organization-management/components/organization-switcher/organization-switcher.component.scss","122","#fff","--legience-bg-card","color: #fff !important;"
"src/app/modules/organization-management/components/organization-plan/organization-plan.component.scss","165","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-plan/organization-plan.component.scss","176","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-plan/organization-plan.component.scss","187","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-list/organization-list.component.scss","263","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-list/organization-list.component.scss","274","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-list/organization-list.component.scss","431","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-form/organization-form.component.scss","160","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-invitations/organization-invitations.component.scss","113","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-invitations/organization-invitations.component.scss","124","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-details/organization-details.component.scss","261","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-details/organization-details.component.scss","272","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/organization-management/components/organization-details/organization-details.component.scss","283","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","22","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","26","#007bff","(unmapped)","color: #007bff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","48","#dee2e6","(unmapped)","background: #dee2e6;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","58","#007bff","(unmapped)","background: #007bff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","60","#007bff","(unmapped)","border-color: #007bff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","64","#007bff","(unmapped)","color: #007bff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","71","#28a745","(unmapped)","background: #28a745;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","73","#28a745","(unmapped)","border-color: #28a745;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","83","#28a745","(unmapped)","background: #28a745;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","91","#dee2e6","(unmapped)","border: 2px solid var(--legience-border-hairline, #dee2e6);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","104","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","118","#007bff","(unmapped)","border-color: #007bff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","134","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","141","#dee2e6","(unmapped)","border: 1px solid var(--legience-border-hairline, #dee2e6);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","144","#f8f9fa","(unmapped)","background: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","155","#f8f9fa","(unmapped)","background: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","165","#333","(unmapped)","color: var(--legience-text-primary, #333);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","175","#666","--legience-text-secondary","color: #666;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","201","#f8f9fa","(unmapped)","background: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","207","#e9ecef","(unmapped)","background: var(--legience-bg-subtle, #e9ecef);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","243","#17a2b8","(unmapped)","background-color: #17a2b8;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","248","#28a745","(unmapped)","background-color: #28a745;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","255","#007bff","(unmapped)","background-color: #007bff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","256","#007bff","(unmapped)","border-color: #007bff;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","259","#0056b3","(unmapped)","background-color: #0056b3;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","260","#0056b3","(unmapped)","border-color: #0056b3;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","265","#6c757d","(unmapped)","background-color: var(--legience-text-muted, #6c757d);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","266","#6c757d","(unmapped)","border-color: var(--legience-text-muted, #6c757d);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","269","#545b62","(unmapped)","background-color: #545b62;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","270","#545b62","(unmapped)","border-color: #545b62;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","275","#ffc107","(unmapped)","background-color: #ffc107;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","276","#ffc107","(unmapped)","border-color: #ffc107;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","277","#212529","(unmapped)","color: var(--legience-text-secondary, #212529);"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","280","#e0a800","(unmapped)","background-color: #e0a800;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","281","#d39e00","(unmapped)","border-color: #d39e00;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","286","#28a745","(unmapped)","background-color: #28a745;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","287","#28a745","(unmapped)","border-color: #28a745;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","290","#218838","(unmapped)","background-color: #218838;"
"src/app/modules/legal/components/pdf-forms/pdf-forms.component.scss","291","#1e7e34","(unmapped)","border-color: #1e7e34;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","2","#dee2e6","(unmapped)","border: 2px dashed var(--legience-border-hairline, #dee2e6);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","8","#f8f9fa","(unmapped)","background: linear-gradient(135deg, #f8f9fa 0%, #ffffff 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","8","#ffffff","--legience-bg-card","background: linear-gradient(135deg, #f8f9fa 0%, #ffffff 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","15","#6691e7","(unmapped)","border-color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","16","#f0f5ff","(unmapped)","background: linear-gradient(135deg, #f0f5ff 0%, #ffffff 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","16","#ffffff","--legience-bg-card","background: linear-gradient(135deg, #f0f5ff 0%, #ffffff 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","22","#6691e7","(unmapped)","border-color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","23","#e8f0ff","(unmapped)","background: linear-gradient(135deg, #e8f0ff 0%, #f0f5ff 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","23","#f0f5ff","(unmapped)","background: linear-gradient(135deg, #e8f0ff 0%, #f0f5ff 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","43","#f0f5ff","(unmapped)","background-color: #f0f5ff;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","44","#6691e7","(unmapped)","border-color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","52","#e9ecef","(unmapped)","border: 2px solid var(--legience-border-hairline, #e9ecef);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","58","#6691e7","(unmapped)","border-color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","59","#fafbfc","(unmapped)","background-color: var(--legience-bg-card-hover, #fafbfc);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","68","#f8f9fa","(unmapped)","background-color: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","75","#495057","(unmapped)","color: var(--legience-text-secondary, #495057);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","83","#f1f1f1","(unmapped)","background: #f1f1f1;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","88","#888","(unmapped)","background: #888;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","92","#555","(unmapped)","background: #555;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","99","#6c757d","(unmapped)","color: var(--legience-text-muted, #6c757d);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","106","#6691e7","(unmapped)","color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","107","#f8f9fa","(unmapped)","background-color: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","111","#6691e7","(unmapped)","color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","113","#6691e7","(unmapped)","border-bottom: 3px solid #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","119","#e9ecef","(unmapped)","background-color: var(--legience-bg-subtle, #e9ecef);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","128","#e9ecef","(unmapped)","border: 1px solid var(--legience-border-hairline, #e9ecef);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","132","#f8f9fa","(unmapped)","background-color: var(--legience-bg-card-hover, #f8f9fa);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","144","#6691e7","(unmapped)","color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","149","#0ab39c","(unmapped)","color: #0ab39c;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","154","#f06548","(unmapped)","color: #f06548;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","159","#f7b84b","(unmapped)","color: #f7b84b;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","164","#299cdb","(unmapped)","color: #299cdb;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","169","#74788d","(unmapped)","color: #74788d;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","210","#1a1d23","(unmapped)","background: linear-gradient(135deg, #1a1d23 0%, #212529 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","210","#212529","(unmapped)","background: linear-gradient(135deg, #1a1d23 0%, #212529 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","211","#495057","(unmapped)","border-color: var(--legience-text-secondary, #495057);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","214","#212529","(unmapped)","background: linear-gradient(135deg, #212529 0%, #2c3136 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","214","#2c3136","(unmapped)","background: linear-gradient(135deg, #212529 0%, #2c3136 100%);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","215","#6691e7","(unmapped)","border-color: #6691e7;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","220","#1a1d23","(unmapped)","background-color: #1a1d23;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","223","#adb5bd","(unmapped)","color: #adb5bd;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","228","#212529","(unmapped)","background-color: var(--legience-text-secondary, #212529);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","229","#495057","(unmapped)","border-color: var(--legience-text-secondary, #495057);"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","230","#adb5bd","(unmapped)","color: #adb5bd;"
"src/app/modules/legal/components/document-analyzer/document-analyzer.component.scss","233","#2c3136","(unmapped)","background-color: #2c3136;"
"src/app/modules/expenses/components/expenses-list/expenses-list.component.scss","27","#495057","(unmapped)","color: var(--legience-text-secondary, #495057);"
"src/app/modules/expenses/components/expenses-list/expenses-list.component.scss","28","#dee2e6","(unmapped)","border-color: var(--legience-border-hairline, #dee2e6);"
"src/app/modules/expenses/components/expenses-list/expenses-list.component.scss","36","#007bff","(unmapped)","background-color: #007bff;"
"src/app/modules/expenses/components/expenses-list/expenses-list.component.scss","37","#007bff","(unmapped)","border-color: #007bff;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","24","#74788d","(unmapped)","color: #74788d;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","51","#556ee6","(unmapped)","color: #556ee6 !important;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","55","#34c38f","(unmapped)","color: #34c38f !important;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","59","#50a5f1","(unmapped)","color: #50a5f1 !important;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","63","#f1b44c","(unmapped)","color: #f1b44c !important;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","67","#f46a6a","(unmapped)","color: #f46a6a !important;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","132","#fff","--legience-bg-card","color: #fff;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","138","#556ee6","(unmapped)","color: #556ee6;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","141","#556ee6","(unmapped)","background-color: #556ee6;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","147","#74788d","(unmapped)","color: #74788d;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","150","#74788d","(unmapped)","background-color: #74788d;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","156","#f46a6a","(unmapped)","color: #f46a6a;"
"src/app/modules/expenses/components/expense-categories/expense-category.component.scss","159","#f46a6a","(unmapped)","background-color: #f46a6a;"
